0002,"Male Human NPC, Naked"
1B02,Town Network Painting - Margul
1B03,Town Network Painting - Marionette
1B04,Town Network Painting - Ebon Mattekar
1B05,Town Network Painting - Mite
1B06,Town Network Painting - Moar
1B07,Town Network Painting - Moarsman
1B08,Town Network Painting - Monogua
1B09,Town Network Painting - Mosswart
1B0A,Town Network Painting - Mukkir
1B0B,Town Network Painting - Niffis
1B0C,Town Network Painting - Olthoi Eviscerator
1B0D,Town Network Painting - Penguin
1B0E,Town Network Painting - Rabbit - Black
1B0F,Town Network Painting - Rats - Red
1B10,Town Network Painting - Remoran
1B11,Town Network Painting - Rift
1B12,Town Network Painting - Ruschk
1B13,Town Network Painting - Scarecrow
1B14,Town Network Painting - Sclavus - Armored
1B15,Town Network Painting - Shadow
1B16,Town Network Painting - Reedshark
1B17,Town Network Painting - Shreth
1B18,Town Network Painting - Simulcrum
1B19,Town Network Painting - Siraluun
1B1A,Town Network Painting - Skeleton - Pyre
1B1B,Town Network Painting - Sleech
1B1C,Town Network Painting - Silithid
1B1D,Town Network Painting - Snowman
1B1E,Town Network Painting - Statue - Margul
1B1F,Town Network Painting - Thrungus
1B20,Town Network Painting - Tumerok - Hea
1B21,Town Network Painting - Tusker - Armored
1B22,Town Network Painting - Wight
1B23,Town Network Painting - Ursuin
1B24,Town Network Painting - Virindi
1B25,Town Network Painting - Wasp
1B26,Town Network Painting - Wisp
1B27,Mhoire Castle - Flaming Skull
1B28,Grey Untextured Cube
1B29,Tachi - Standing Upright
1B2A,Cloak - Plain White
1B2B,Gurog - Arm
1B2C,Gurog - Torso with Right Arm
1B2D,Gurog - Torso with Arms
1B2E,Gurog - Torso
1B2F,Gurog - Missing Left Leg
1B30,Gurog - Leg
1B31,Yellow Gear Knight with Strathelar Cloak
1B32,Ring of Black (Obsidian?) Stones
1B33,Animated Rolling Large Snowball
1B34,Seasonal - Gift Box
1B35,Seasonal - Gift Box
1B36,Seasonal - Gift Box
1B37,Seasonal - Gift Box
1B38,Seasonal - Gift Box
1B39,Seasonal - Gift Box
1B3A,Seasonal - Gift Box
1B3B,Seasonal - Gift Box
1B3C,green gumdrop?
1B3D,blue gumdrop
1B3E,red gumdrop
1B3F,Yellow Gumdrop
1B40,Wall / Door Segment
1B41,Invisible Wall
1B42,Nothing?
1B43,UA - Base
1B44,UA - Lightning
1B45,UA - Fire
1B46,Ua - Frost
1B47,UA - Acid
1B48,Small Sword - Acid
1B49,Small Sword - Lightning
1B4A,Small Sword - Fire
1B4B,Small Sword - Frost
1B4C,Invisible wall? 
1B4D,Nothing?
1B4E,Nothing?
1B4F,Nothing?
1B50,UA
1B51,Small Hand Axe
1B52,Blackmire - Bladed Bow of Impaling
1B53,Crossbow
1B54,Dagger
1B55,Mace
1B56,Sceptre
1B57,Spear
1B58,Staff
1B59,Sword
1B5A,Atlatl
1B5B,Tetsubo
1B5C,Small Sword - Plain
1B5D,Small Sword - Acid
1B5E,Small Sword - Lightning
1B5F,Small Sword - Fire
1B60,Small Sword - Frost
1B61,Small Sword - Plain
1B62,Small Sword - Acid
1B63,Small Sword - Lighning
1B64,Small Sword - Fire
1B65,Small Sword - Frost
1B66,stone water table?
1B67,none
1B68,"housing, closed windows NEW"
1B69,"housing, open windows NEW"
1B6A,wooden door with frame
1B6B,Steps - Landing - Steps
1B6C,Long Steps - Landing Top
1B6D,Open half Window in Dark Wood Frame
1B6E,Stone Brick Hearth
1B6F,Blue Lightning Animaton with Sound
1B70,Blue Frozen Lightning?
1B71,Brown Thorny Roots
1B72,Pink and Green 3 Flowers
1B73,Orange Rock
1B74,Red Patterened Rock
1B75,Hoshino Fortress Wall Part
1B76,Hoshino Fortress Wall Part
1B77,Hoshino Fortress Wall Part
1B78,Hoshino Fortress Wall Part
1B79,Hoshino Fortress Wall Part
1B7A,Hoshino Fortress Wall Part
1B7B,Nothing?
1B7C,Hoshino Fortress Gate
1B7D,Hoshino Fortress Door Right
1B7E,Stone Brazier - Red Fire Effect
1B7F,Hoshino Fortress - Spectral Bridge / Pagoda
1B80,Cave - Stone Column - Slit in it
1B81,Nothing?
1B82,Nothing?
1B83,Nothing?
1B84,Giant Stone Treasure Chest
1B85,Giant Stone Coffin / Burial Chamber
1B86,Spectral Skeleton - Blue Effects
1B87,Spectral Skeleton - Shadow Effects
1B88,Stone Castle Entryway with Stairs
1B89,Massive Stone Room - Cathedral Ceiling - 2 Doors
1B8A,Large Square Stone Room
1B8B,Massive Stone Room - Cathedral Ceiling - 1 Door
1B8C,Large Square Stone Room
1B8D,Spectral Skeleton - Shadow Effects
1B8E,Spectral Skeleton - Blue Effects
1B8F,"Stone ""wheel"" but Octagonal with a hole in one side"
1B90,Spectral Skeleton - Blue Effects
1B91,Stone Stairs
1B92,Hoshino Fortress - Double Doors
1B93,Large Square Stone Room
1B94,Large Square Stone Room
1B95,Spectral Skeleton - Green Effects
1B96,Spectral Skeleton - Red Effects
1B97,Spectral Skeleton - Purple Effects
1B98,Spectral Skeleton - Shadow Effects
1B99,Spectral Skeleton - Green and Purple Particle Effects
1B9A,Spectral Skeleton Frost and Blue Effets with Blue Particle Effects
1B9B,Spectral Skeleton Standing - Red Cloud and Particles
1B9C,Spectral Skeleton Standing - Magenta Cloud and Particles
1B9D,Large Azure Gromnie Wings Closed
1B9E,Spectral Tachi?
1B9F,Spectral Tachi?
1BA0,Spectral Tachi?
1BA1,Spectral Tachi?
1BA2,Spectral UA?
1BA3,Large Azure Gromnie Wings Open
1BA4,Nothing
1BA5,Seed of Morning?
1BA6,Seed of Morning? Full Plant
1BA7,Spectral Skeleton in Robe - Blue Effect right hand
1BA8,Spectral Skeleton in Robe - Blue Effect left hand
1BA9,Spectral Skeleton in Robe - Blue Effect both hands
1BAA,Red Thorny Vines - Seed Quests
1BAB,Bright Particle Effect 
1BAC,Spectral Skeleton corpse
1BAD,Spectral Skeleton corpse
1BAE,Spectral Skeleton corpse
1BAF,Spectral Skeleton corpse
1BB0,Purple Hexagon - Single - Flat
1BB1,Purple Hexagon - Double - Flat
1BB2,Purple Hexagon - Multiple - Tall
1BB3,Brown Vines - VR?
1BB4,Purple Portal on ground - Red Particle Effects
1BB5,Nothing
1BB6,Nothing
1BB7,Silver Grievver - Green accents
1BB8,Yellow 4 Legged Moars
1BB9,Green K'nath
1BBA,Green K'nath - Blue Pulsing Effect
1BBB,Purple K'nath
1BBC,Purple K'nath - Blue Pulsing Effect
1BBD,Red K'nath
1BBE,Red K'nath - Blue Pulsing Effect
1BBF,Blue K'nath
1BC0,Blue K'nath - Blue Pulsing Effect
1BC1,Spectral Skeleton in Robe - Acid Particle Effect
1BC2,Spectral Skeleton in Robe - Lighntning Particle Effect
1BC3,Spectral Skeleton in Robe - Fire Particle Effect
1BC4,Blue Gem - Medium White Pulsing Effect
1BC5,Blue Gem - Small White Pulsing Effect
1BC6,Blue Gem - Large White Pulsing Effect
1BC7,Purple Effect - Wisp?
1BC8,Rynthid - Black/Red Robe - At Rest
1BC9,Small Pile of 3 Gears
1BCA,Blue K'nath - Blue Pulsing Effect
1BCB,Rynthid - Head/Chest Only - Tentacles Forward
1BCC,Rynthid - Black/Red Robe - Tentacles Forward
1BCD,Same as 1BCC
1BCE,Rynthid - Black/Red Robe - Tentacles Forward - Portal Effect Underneath
1BCF,Rynthid - Head/Chest only - Tentacles Forward - Fire Particle Effect
1BD0,Ice Pillar - Blue Light/Cloud on Top - Frozen Valley
1BD1,Small Bloodstone - Purple Pulse
1BD2,Large Bloodstone - Paradox Effect
1BD3,Large Bloodstone - Purple Particles
1BD4,Small Bloodstone - Red Pulse
1BD5,Small Bloodstone - Red Pulse - Paradox Effect
1BD6,Rynthid - Black Mask - Tentacles Forward - Portal Effect Underneath - BOSS
1BD7,Rynthid - Black Mask - Tentacles Forward - Portal Effect Underneath - Bright Stone
1BD8,Rynthid - White Mask - Tentacles Forward - Portal Effect Underneath - Bright Stone
1BD9,Rynthid - Black Mask - At Rest
1BDA,Rynthid - Black Mask - Tentacles Forward
1BDB,Rynthid - Black Mask with Frill - Tentacles Forward
1BDC,Rynthid - Black Mask - Spikes - Mask Only - Fire Effect
1BDD,Rynthid - Black Mask - Mask Only - Fire Effect
1BDE,Rynthid - White Mask - Spikes - Mask Only - Shadow Effect
1BDF,Rynthid - White Mask - Mask Only - Shadow Effect
1BE0,Purple Portal - Normal
1BE1,Nothing
1BE2,Purple Stone on ground - Harbinger Lightning Effect
1BE3,Red Rynthid Portal - Purple and Shadow Effects
1BE4,Large Red Rynthid Landscape Crystals
1BE5,Large Red Rynthid Landscape Crystals
1BE6,Large Red Rynthid Landscape Crystals
1BE7,Large Red Rynthid Landscape Crystals
1BE8,Large Red Rynthid Landscape Crystals
1BE9,Small Red Rynthid Landscape Crystals
1BEA,Small Red Rynthid Landscape Crystals
1BEB,Small Red Rynthid Landscape Crystals
1BEC,Small Red Rynthid Landscape Crystals
1BED,Small Red Rynthid Landscape Crystals
1BEE,Rynthid Floating Platform - Bottom - Obsidian - Use With 1BF0
1BEF,Rynthid Floating Platform Ramp - 45
1BF0,Rynthid Floating Platform - Red Disk
1BF1,Rynthid Floating Platform - Bottom - Obsidian - Use With 1BF0
1BF2,Large Red Rynthid Crystals - Animated
1BF3,Rynthid Floating Platform - Bridge
1BF4,Rynthid Floating Platform - Obsidian
1BF5,Rynthid Floating Platform - Obsidian - Part
1BF6,Rynthid Floating Platform - Obsidian - Part
1BF7,Rynthid Floating Platform - Obsidian - Part
1BF8,Rynthid Floating Platform - Obsidian - Part
1BF9,Rynthid Mask - White - Spikes - On Ground
1BFA,Rynthid Mask - White - On Ground
1BFB,Rynthid - White Mask - Shadow/Humanoid
1BFC,Rynthid - Black Mask - Shadow/Humanoid
1BFD,Small Red Rynthid Crystal - Red Pulsing Effect
1BFE,Nothing
1BFF,rynthid tentacle wand (short)
1C00,rynthid tentacle wand (long)
1C01,rynthid tentacle bow
1C02,"rynthid tentacle wand (medium, tentacles in flatter circle)"
1C03,rynthid wand (medium)
1C04,rynthid tentacle life wand
1C05,"female with hair, head only"
1C06,"blue portal, flat"
1C07,Virindi - Blue Mask - Blue Particle Effect (vr guardians)
1C08,Pumkin Lord - Flaming
1C09,Small Pumkin
1C0A,Small Pumpkin - Flaming
1C0B,Small Pumpkin - Orange Glow
1C0C,Half Skeleton/Shadow - BZ Wings - Purple Effect
1C0D,Small Egg
1C0E,Turkey Drumstick
1C0F,Nothing
1C10,Turkey with Lightning
1C11,Green Swirling Effect
1C12,Teal Swirling Effect
1C13,Swirling Shadow Cloud Effeck with Lightning
1C14,Turkey with Lightning 
1C15,Human Male - Naked
1C16,Nothing
1C17,Nothing
1C18,VR Anekshay - Green - Girth Only
1C19,VR Anekshay - Green - Full Vest
1C1A,VR Green Fog in a Yellow Circle
1C1B,VR Green Fog
1C1C,VR Root - Green Glow
1C1D,VR Root
1C1E,VR Spikes
1C1F,Nothing?
1C20,Rynthid Attack Red - Animated with Sound
1C21,Anekshay Sand Animation
1C22,Nothing?
1C23,Painters Color Palatte
1C24,Yellow Lighntning ?
1C25,VR Anekshay - Red - Girth Only
1C26,VR Anekshay - Red - Full Vest
1C27,VR Oak Golem with Green Effects
1C28,Chimney with Holiday Hat
1C29,Snow with Reindeer Prints
1C2A,Red and White Stocking
1C2B,Dredel
1C2C,Rudolph's Head?
1C2D,Green Misletoe?
1C2E,Green Holiday Garland
1C2F,Nothing?
1C30,Nothing?
1C31,Medium Landscape Tree
1C32,none
1C33,invisible wall that blocks passage through VR
1C34,tall round bush
1C35,large round bush
1C36,bush
1C37,bushes and moss
1C38,none
1C39,vr walls
1C3A,vr walls
1C3B,"Zeifer model, green aura"
1C3C,"too small to see, shots yellow lightning (VR?)"
1C3D,"too small to see, shots yellow lightning (VR?)"
1C3E,Oak Stormwood Atlatl
1C3F,Oak Stormwood Axe
1C40,Oak Stormwood Bow
1C41,Oak Stormwood Crossbow
1C42,Oak Stormwood Dagger
1C43,Oak Stormwood Mace
1C44,vr weapon
1C45, vr wand
1C46,Oak Stormwood Greatsword
1C47,Oak Stormwood Sword
1C48,Oak Stormwood Claw
1C49, vr wand
1C4A,Oak Corrupted Heartwood Wand
1C4B,Oak Stormwood Wand
1C4C,small spike
1C4D,small spike
1C4E,electric axe
1C4F,none
1C50,none
1C51,huge tree root
1C52,stone ramp
1C53,stone ramp
1C54,stone arch window
1C55,wooden arch door
1C56,marionette (gauntlet boss)
1C57,nothing past here????
1C58,nothing past here????
1C59,nothing past here????
1C5A,nothing past here????
1C5B,nothing past here????
1C5C,nothing past here????
1C5D,nothing past here????
1C5E,nothing past here????
1C5F,nothing past here????
1C60,nothing past here????
1C61,nothing past here????
1C62,nothing past here????
1C63,nothing past here????
1C64,nothing past here????
1C65,nothing past here????
1C66,nothing past here????
